지점,지점명,일시,최고기온(°C),일강수량(mm),평균 상대습도(%),합계 일조시간(hr)
119,수원,2016-02-01,-.4,,40.4,9
119,수원,2016-02-02,2.3,,47.8,9.8
119,수원,2016-02-03,5.4,,61.9,8.1
119,수원,2016-02-04,6.2,,60.6,8.9
119,수원,2016-02-05,4.2,0,45.8,8.5
119,수원,2016-02-06,2.8,.3,44.6,9.9
119,수원,2016-02-07,3.9,,56.5,9.8
119,수원,2016-02-08,7.3,0,63.3,3.9
119,수원,2016-02-09,7.5,,56.6,9.9
119,수원,2016-02-10,10.9,,54.6,10
119,수원,2016-02-11,14.8,.2,35.3,4.5
119,수원,2016-02-12,10.9,27.4,94.8,0
119,수원,2016-02-13,16.6,14.3,95.9,.4
119,수원,2016-02-14,4.5,0,73.5,.9
119,수원,2016-02-15,-.5,.1,54.4,10.3
119,수원,2016-02-16,3.4,.5,78.5,3.1
119,수원,2016-02-17,6.2,,62.5,10.3
119,수원,2016-02-18,8.6,,70.4,4.3
119,수원,2016-02-19,4.9,,78.6,0
119,수원,2016-02-20,8.4,,44,9.2
119,수원,2016-02-21,5.5,,40,10.2
119,수원,2016-02-22,4.9,.1,38.4,0
119,수원,2016-02-23,7.1,.3,63.3,8.2
119,수원,2016-02-24,2.4,,46.4,10.7
119,수원,2016-02-25,5.9,0,59.8,8.1
119,수원,2016-02-26,8.1,1.1,47.9,9.7
119,수원,2016-02-27,7.9,5.3,78.3,5.9
119,수원,2016-02-28,7.6,3,75.8,.2
119,수원,2016-02-29,0,0,50.1,8.5
119,수원,2016-03-01,3.5,,51.6,10.4
119,수원,2016-03-02,9.8,,73,6.3
119,수원,2016-03-03,13.7,,70.6,4.4
119,수원,2016-03-04,19.7,3.6,63.6,9
119,수원,2016-03-05,15.1,51.2,94.4,0
119,수원,2016-03-06,14.6,0,63.3,8.4
119,수원,2016-03-07,12.5,0,49.3,.5
119,수원,2016-03-08,7,,44.8,0
119,수원,2016-03-09,7.3,,37.8,9.6
119,수원,2016-03-10,5.5,,36.5,10.8
119,수원,2016-03-11,5.2,,44,11.2
119,수원,2016-03-12,8.7,,59.6,5.7
119,수원,2016-03-13,8.6,0,66.5,1.8
119,수원,2016-03-14,10.2,,69,9.4
119,수원,2016-03-15,12.9,,56.1,8.8
119,수원,2016-03-16,14.8,,54.3,9.9
119,수원,2016-03-17,16.4,,49.3,6.4
119,수원,2016-03-18,20.6,,55.6,5.7
119,수원,2016-03-19,17.1,,67.5,10.6
119,수원,2016-03-20,16.9,,66.9,10.2
119,수원,2016-03-21,17.4,,64.8,10.4
119,수원,2016-03-22,14.8,,70.5,9.9
119,수원,2016-03-23,14.1,,57,8
119,수원,2016-03-24,13.5,,47.3,11.3
119,수원,2016-03-25,12.6,,57.8,10.5
119,수원,2016-03-26,13.2,,62.4,10.2
119,수원,2016-03-27,13.9,,60,9.4
119,수원,2016-03-28,17.9,,47.5,11.4
119,수원,2016-03-29,18.1,0,63,3.2
119,수원,2016-03-30,18.9,,59.1,9.1
119,수원,2016-03-31,22.2,,38.3,8.5
119,수원,2016-04-01,24.3,,37.1,10
119,수원,2016-04-02,23.3,,47.8,10.5
119,수원,2016-04-03,14,.3,79.6,0
119,수원,2016-04-04,20.1,,51.9,10.8
119,수원,2016-04-05,18.7,,45.8,11.8
119,수원,2016-04-06,23.6,4.2,44.5,6.5
119,수원,2016-04-07,20.9,7.9,81.1,8.2
119,수원,2016-04-08,20.6,,86,7
119,수원,2016-04-09,18.1,,88.1,0
119,수원,2016-04-10,21.5,0,84.9,5.7
119,수원,2016-04-11,19.8,,51.4,11.6
119,수원,2016-04-12,20.3,,50.6,5.7
119,수원,2016-04-13,22,3.8,79.8,4.4
119,수원,2016-04-14,17.8,,91.8,4.7
119,수원,2016-04-15,24.2,,57.9,10.6
119,수원,2016-04-16,21.6,29.6,71.6,1.7
119,수원,2016-04-17,15,17.7,70.9,7.6
119,수원,2016-04-18,19.5,3.2,74.3,9.4
119,수원,2016-04-19,19.8,,67.9,10.2
119,수원,2016-04-20,19.6,.4,64.3,3.8
119,수원,2016-04-21,19.3,12.1,90.5,.7
119,수원,2016-04-22,23.8,,86.3,5.2
119,수원,2016-04-23,21.3,,58.1,4.1
119,수원,2016-04-24,24.3,,52.9,11
119,수원,2016-04-25,26.1,,42.5,11.5
119,수원,2016-04-26,29.7,,44.9,9
119,수원,2016-04-27,20.6,,38.4,0
119,수원,2016-04-28,22.1,,44.3,9.2
119,수원,2016-04-29,22.6,,60.6,11.5
119,수원,2016-04-30,23.4,,55.5,4.4
119,수원,2016-05-01,27.8,,47.1,8.3
119,수원,2016-05-02,28.4,21.3,72.5,6.8
119,수원,2016-05-03,18.5,38.1,93,0
119,수원,2016-05-04,21.3,,48.5,12.9
119,수원,2016-05-05,26.9,3.1,57.8,10.8
119,수원,2016-05-06,19.3,1.1,92.8,0
119,수원,2016-05-07,22.6,,68.9,12.2
119,수원,2016-05-08,26.5,,55.4,11
119,수원,2016-05-09,26.7,,54.3,5.8
119,수원,2016-05-10,19.2,16.2,81.9,.2
119,수원,2016-05-11,23.6,,66.9,13
119,수원,2016-05-12,24.7,,71.5,12.8
119,수원,2016-05-13,25,0,65.1,10.3
119,수원,2016-05-14,26.7,,51,10.9
119,수원,2016-05-15,25.2,39.8,80.6,4.4
119,수원,2016-05-16,22.2,2.7,69.6,11.1
119,수원,2016-05-17,27.1,,61.4,13.2
119,수원,2016-05-18,30.3,,57.9,13.4
119,수원,2016-05-19,31.8,,48,13.1
119,수원,2016-05-20,31.4,,48.5,12.1
119,수원,2016-05-21,30.3,,32.3,12.5
119,수원,2016-05-22,31,,41.4,12.5
119,수원,2016-05-23,29.6,,48.5,7.7
119,수원,2016-05-24,20.7,34.1,92.9,3.4
119,수원,2016-05-25,24.1,,77,3.8
119,수원,2016-05-26,24.7,,76,1.6
119,수원,2016-05-27,27.8,,68.3,6.8
119,수원,2016-05-28,27.2,,68.3,11.9
119,수원,2016-05-29,26.9,,63.6,7.3
119,수원,2016-05-30,28.7,,69.5,11.6
119,수원,2016-05-31,27.6,,77.9,11.4
119,수원,2016-06-01,29.6,,61.5,11.4
119,수원,2016-06-02,29.1,,50.5,13.7
119,수원,2016-06-03,28.3,,59.9,11.7
119,수원,2016-06-04,24.2,.2,61.5,.2
119,수원,2016-06-05,31.1,,59.3,11.7
119,수원,2016-06-06,26.4,,58.5,4.7
119,수원,2016-06-07,27.9,,73.3,10.9
119,수원,2016-06-08,27.1,,78.9,9.9
119,수원,2016-06-09,29.8,,74.1,10.3
119,수원,2016-06-10,30.3,,70.6,11.1
119,수원,2016-06-11,29.6,1.1,81.1,3.3
119,수원,2016-06-12,28,.4,88.4,4.6
119,수원,2016-06-13,28.5,,82.4,7.8
119,수원,2016-06-14,29.4,,74,6.9
119,수원,2016-06-15,25.7,27.6,90.4,2
119,수원,2016-06-16,25.7,,83.3,8
119,수원,2016-06-17,29.1,,71,11.5
119,수원,2016-06-18,29.2,,71,12.6
119,수원,2016-06-19,29.3,,73.5,8.7
119,수원,2016-06-20,30.7,,70.3,7.6
119,수원,2016-06-21,30.9,,72.9,6.2
119,수원,2016-06-22,31.1,.8,78.3,3
119,수원,2016-06-23,31.4,.7,78.6,8
119,수원,2016-06-24,26.7,6.4,90.3,1.6
119,수원,2016-06-25,27.7,,71.1,11.4
119,수원,2016-06-26,30.7,,70.5,13.3
119,수원,2016-06-27,30.1,,69.4,4
119,수원,2016-06-28,30.2,,69.4,10.8
119,수원,2016-06-29,29,,72.4,7.8
119,수원,2016-06-30,29,.2,88,.9
119,수원,2016-07-01,28,104.2,94,0
119,수원,2016-07-02,27.5,2.5,88.1,2.1
119,수원,2016-07-03,26.3,,82.6,2.3
119,수원,2016-07-04,23.6,43.7,96.3,0
119,수원,2016-07-05,27,37.2,99.6,0
119,수원,2016-07-06,27.3,.8,89.6,2.1
119,수원,2016-07-07,28.5,0,83.5,2.7
119,수원,2016-07-08,33.7,,75.4,12.9
119,수원,2016-07-09,32.9,,74.9,12
119,수원,2016-07-10,33.3,,74.4,7.8
119,수원,2016-07-11,34.2,.2,71.1,6.4
119,수원,2016-07-12,30.4,5.5,82.5,4.2
119,수원,2016-07-13,29.3,,81.8,4.2
119,수원,2016-07-14,31.4,.2,78.1,6.4
119,수원,2016-07-15,28.7,1.6,65,1.9
119,수원,2016-07-16,23.5,49.2,99.6,0
119,수원,2016-07-17,23.2,3.4,93.8,0
119,수원,2016-07-18,28.9,,82.8,7.5
119,수원,2016-07-19,32.8,,75.8,11.7
119,수원,2016-07-20,33.2,,70,8.2
119,수원,2016-07-21,32.1,,67.1,4.7
119,수원,2016-07-22,33.9,,67.5,9.1
119,수원,2016-07-23,32.1,.1,77.6,3.6
119,수원,2016-07-24,32.5,0,82.9,1.3
119,수원,2016-07-25,32.5,,86.4,4.8
119,수원,2016-07-26,32.7,,82.1,4.5
119,수원,2016-07-27,29.6,.3,87.1,.5
119,수원,2016-07-28,30.9,4.9,82.3,9.3
119,수원,2016-07-29,27.8,57.5,94.6,.7
119,수원,2016-07-30,33.2,6.4,86,6.2
119,수원,2016-07-31,33.7,,84,9.7
119,수원,2016-08-01,32.5,,83.8,4.5
119,수원,2016-08-02,30.7,0,84.3,0
119,수원,2016-08-03,34.7,,68.8,11.2
119,수원,2016-08-04,35.1,,80,8.4
119,수원,2016-08-05,35.6,,76.9,10.8
119,수원,2016-08-06,35.4,,75.5,10.5
119,수원,2016-08-07,34.9,,68,11.9
119,수원,2016-08-08,35,,76,9.4
119,수원,2016-08-09,34.3,,75.4,9.6
119,수원,2016-08-10,34.1,,74.1,11
119,수원,2016-08-11,35.5,,78,10.7
119,수원,2016-08-12,35,,83.8,9.1
119,수원,2016-08-13,34.6,,78.4,10.2
119,수원,2016-08-14,33.4,,84.6,5.4
119,수원,2016-08-15,34.1,0,75.6,7.9
119,수원,2016-08-16,34.4,0,70.3,10.8
119,수원,2016-08-17,34.6,.3,76.3,9.3
119,수원,2016-08-18,35.1,,69.8,3.8
119,수원,2016-08-19,34.2,,72.6,3.3
119,수원,2016-08-20,35.4,,64.1,4.4
119,수원,2016-08-21,36.5,,56.4,8.2
119,수원,2016-08-22,35.1,0,73.6,9.7
119,수원,2016-08-23,33.6,.3,72.9,6.2
119,수원,2016-08-24,33.8,0,63.5,6.6
119,수원,2016-08-25,34,0,72,7.1
119,수원,2016-08-26,26.4,17,70.9,5.3
119,수원,2016-08-27,29.1,,48.9,11.4
119,수원,2016-08-28,24.3,.3,66.1,1.5
119,수원,2016-08-29,28.6,,62.5,7.7
119,수원,2016-08-30,25.5,,67.4,4.9
119,수원,2016-08-31,22,55.1,90.4,.1
119,수원,2016-09-01,29.8,,80.8,9.5
119,수원,2016-09-02,29.2,.8,73.6,8.1
119,수원,2016-09-03,29.7,0,79.6,5.7
119,수원,2016-09-04,30.4,,78.1,3.7
119,수원,2016-09-05,31.5,,75.6,7.4
119,수원,2016-09-06,29,,82.9,5.1
119,수원,2016-09-07,28.5,,83.5,.9
119,수원,2016-09-08,27.1,29.1,87.3,1.3
119,수원,2016-09-09,28.2,0,86.1,5.7
119,수원,2016-09-10,28.4,,81.1,2.7
119,수원,2016-09-11,27.8,,72.9,5.6
119,수원,2016-09-12,28.9,,72.6,5.5
119,수원,2016-09-13,29.7,,72.5,8.8
119,수원,2016-09-14,28.9,0,78.6,6.3
119,수원,2016-09-15,28.4,,80.3,6.2
119,수원,2016-09-16,28.2,0,80.6,3.5
119,수원,2016-09-17,26.6,26.6,81.8,4.2
119,수원,2016-09-18,28.8,,60,7.3
119,수원,2016-09-19,27.3,0,58.9,8.2
119,수원,2016-09-20,26,,45.5,11.6
119,수원,2016-09-21,24.1,,54.6,7.9
119,수원,2016-09-22,26.5,,59.4,8.7
119,수원,2016-09-23,27.6,,70.5,9.7
119,수원,2016-09-24,28.3,,73.3,9.5
119,수원,2016-09-25,28.3,,74.4,3.8
119,수원,2016-09-26,27.1,0,74,3
119,수원,2016-09-27,23.5,11.3,93.3,0
119,수원,2016-09-28,23.3,0,93,0
119,수원,2016-09-29,24,,73.3,3.2
119,수원,2016-09-30,23.5,,77.8,.1
119,수원,2016-10-01,24.5,,86,1.1
119,수원,2016-10-02,21.7,16.7,91.8,0
119,수원,2016-10-03,28.2,3.3,88.5,7
119,수원,2016-10-04,28.9,,67.6,10.9
119,수원,2016-10-05,26.8,3,74.3,5.4
119,수원,2016-10-06,24,,68.8,10.4
119,수원,2016-10-07,24.7,18,78.4,5.3
119,수원,2016-10-08,22.7,20.5,71,6.7
119,수원,2016-10-09,17,,48.9,10.8
119,수원,2016-10-10,21.3,,58,9.1
119,수원,2016-10-11,21.3,,74.6,6.2
119,수원,2016-10-12,20.9,,65.5,9.7
119,수원,2016-10-13,21.9,,59.8,9.2
119,수원,2016-10-14,23.6,,76.9,8.5
119,수원,2016-10-15,26.8,,71.4,8.1
119,수원,2016-10-16,19.5,2.1,81.6,0
119,수원,2016-10-17,22.8,0,83.8,6
119,수원,2016-10-18,21.5,,90.4,5.2
119,수원,2016-10-19,24.6,,82.8,8.5
119,수원,2016-10-20,25.1,,73.8,8.4
119,수원,2016-10-21,19.8,0,62.4,.1
119,수원,2016-10-22,21.8,,64.3,1.9
119,수원,2016-10-23,17.9,3.5,75.6,0
119,수원,2016-10-24,19.6,,61.1,9.2
119,수원,2016-10-25,19,30.7,94,2.1
119,수원,2016-10-26,16.6,,90.5,2.3
119,수원,2016-10-27,19.8,,76.3,4.5
119,수원,2016-10-28,17.7,1.3,68.3,.3
119,수원,2016-10-29,13,,45.1,1.3
119,수원,2016-10-30,15.5,,48,10.3
119,수원,2016-10-31,10.2,0,59,0
119,수원,2016-11-01,8.1,,45.9,10.3
119,수원,2016-11-02,10.9,.7,65,6.2
119,수원,2016-11-03,14.8,.4,75.1,7.4
119,수원,2016-11-04,16.5,,73.9,2.9
119,수원,2016-11-05,20,,85.6,3.5
119,수원,2016-11-06,19.1,,66.4,5.5
119,수원,2016-11-07,18.6,2.9,72,2.3
119,수원,2016-11-08,9.2,.3,57.4,8.8
119,수원,2016-11-09,9.5,,46.4,9.7
119,수원,2016-11-10,11.5,.3,65,.3
119,수원,2016-11-11,14.8,3.1,72.3,7.8
119,수원,2016-11-12,17.8,,73.5,7.5
119,수원,2016-11-13,18.4,.8,85,2
119,수원,2016-11-14,17.5,3,87.3,0
119,수원,2016-11-15,11.3,,45,9.7
119,수원,2016-11-16,12.6,,56.9,8.6
119,수원,2016-11-17,16.5,,71.4,8.2
119,수원,2016-11-18,15.4,1.3,78,4.2
119,수원,2016-11-19,14.8,.1,87.4,0
119,수원,2016-11-20,16.4,,52.4,9
119,수원,2016-11-21,13.9,,55.4,.4
119,수원,2016-11-22,9,.6,44.4,6.1
119,수원,2016-11-23,4.4,,36.8,7.4
119,수원,2016-11-24,3.8,,40.8,9.5
119,수원,2016-11-25,7.3,,50.9,5.9
119,수원,2016-11-26,3.8,1.9,78.8,0
119,수원,2016-11-27,8.3,.5,91.1,4.3
119,수원,2016-11-28,7.3,,59.6,8.8
119,수원,2016-11-29,8.2,,51.5,9.3
119,수원,2016-11-30,10.5,1.5,62.8,.9
119,수원,2016-12-01,8.9,,53,7.8
119,수원,2016-12-02,8.7,,62.8,9.4
119,수원,2016-12-03,11.5,,78.4,7.8
119,수원,2016-12-04,8.7,0,75.4,.3
119,수원,2016-12-05,12,.5,73.1,2.2
119,수원,2016-12-06,4.9,,42,9.2
119,수원,2016-12-07,8.6,0,65.6,4.1
119,수원,2016-12-08,7.8,3.8,81.1,3.9
119,수원,2016-12-09,6.3,1.1,67.1,7.3
119,수원,2016-12-10,5.2,,52,9.1
119,수원,2016-12-11,5.5,,54,9.1
119,수원,2016-12-12,8.8,,46.9,2.7
119,수원,2016-12-13,8.7,,63,3.7
119,수원,2016-12-14,1.6,0,63.4,0
119,수원,2016-12-15,.6,,41,9
119,수원,2016-12-16,1.4,,43.8,8.8
119,수원,2016-12-17,10.1,,69,4.7
119,수원,2016-12-18,8.1,,75.4,0
119,수원,2016-12-19,12.6,1.5,79.9,1.3
119,수원,2016-12-20,14.6,,85.3,8
119,수원,2016-12-21,13.6,32.6,86.5,3.4
119,수원,2016-12-22,13.1,21.5,94.6,0
119,수원,2016-12-23,2.7,1.1,76.9,1.1
119,수원,2016-12-24,1.8,,65.9,4.8
119,수원,2016-12-25,7.5,,80.3,5.6
119,수원,2016-12-26,5.5,.1,78.5,0
119,수원,2016-12-27,3,.2,57.4,8.5
119,수원,2016-12-28,3.2,,54.8,8.9
119,수원,2016-12-29,.3,1,52.9,9
119,수원,2016-12-30,3.5,,64,7.4
119,수원,2016-12-31,5.5,,81.3,2
119,수원,2017-01-01,8.2,,85.8,2.1
119,수원,2017-01-02,10.3,.6,86.4,3.3
119,수원,2017-01-03,8.5,,75.5,8.6
119,수원,2017-01-04,10.9,,75.6,7.9
119,수원,2017-01-05,8.3,,65.1,0
119,수원,2017-01-06,11.4,,64.8,7
119,수원,2017-01-07,10.7,,82.1,6.7
119,수원,2017-01-08,11.9,0,62.4,3
119,수원,2017-01-09,6,.2,66.9,6
119,수원,2017-01-10,3.1,0,49.5,8.6
119,수원,2017-01-11,2.7,,45,8
119,수원,2017-01-12,3,1.9,59.9,7.4
119,수원,2017-01-13,0,.4,53.5,5.9
119,수원,2017-01-14,-3.7,,35.1,9.3
119,수원,2017-01-15,0,,43.4,9.5
119,수원,2017-01-16,3,,56.1,9.4
119,수원,2017-01-17,4.4,,64.1,7
119,수원,2017-01-18,3.7,0,81.8,2.6
119,수원,2017-01-19,4.9,,73.1,7.2
119,수원,2017-01-20,-.8,3.9,74.9,6.5
119,수원,2017-01-21,-1.1,1.8,87.6,2.1
119,수원,2017-01-22,-2.1,.1,53.5,9.1
119,수원,2017-01-23,-3.2,,53.6,9.6
119,수원,2017-01-24,-.3,,60.8,9.7
